line #,episode #,episode,name,line,arc #,arc
594.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,The polite term. →,A1,Arc 1: Kraghammer and Vasselheim
595.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Well, the cleric's away, the bard shall play. →",A1,Arc 1: Kraghammer and Vasselheim
596.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,We need a massage. On my crotch. →,A1,Arc 1: Kraghammer and Vasselheim
597.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,You and I stealth. →,A1,Arc 1: Kraghammer and Vasselheim
598.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You guys make your way to the Greyspine Manor, you guys head for that, you head to Thunderbrand. →",A1,Arc 1: Kraghammer and Vasselheim
599.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Is Grog going to find someone his size? →,A1,Arc 1: Kraghammer and Vasselheim
600.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Percy and I spend some time making some really nice comment cards for-- →,A1,Arc 1: Kraghammer and Vasselheim
601.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,We're going to make some beautiful comment cards. →,A1,Arc 1: Kraghammer and Vasselheim
602.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,For what's his name? →,A1,Arc 1: Kraghammer and Vasselheim
603.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,His name is Balan. →,A1,Arc 1: Kraghammer and Vasselheim
604.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ALL,Balan. →,A1,Arc 1: Kraghammer and Vasselheim
605.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,We're going to make some wonderful comment cards for Balan. →,A1,Arc 1: Kraghammer and Vasselheim
606.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Oh, Percy is wonderful with calligraphy; you've shown me. →",A1,Arc 1: Kraghammer and Vasselheim
607.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,"Yes, thank you. →",A1,Arc 1: Kraghammer and Vasselheim
608.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Okay, so you'll get to that. You guys do manage to find what's called The Stone's Pillow. →",A1,Arc 1: Kraghammer and Vasselheim
609.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,The Stone's Pillow? →,A1,Arc 1: Kraghammer and Vasselheim
610.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,The Stone's Pillow. →,A1,Arc 1: Kraghammer and Vasselheim
611.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,I love it. →,A1,Arc 1: Kraghammer and Vasselheim
612.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"It's an establishment of comfort and ease, and will run you both for the evening, as you are not Kraghammer locals, 30 gold for the night each. →",A1,Arc 1: Kraghammer and Vasselheim
613.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,A bargain. →,A1,Arc 1: Kraghammer and Vasselheim
614.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,We'll take it. →,A1,Arc 1: Kraghammer and Vasselheim
615.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,30 gold?! →,A1,Arc 1: Kraghammer and Vasselheim
616.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,What sort of ladies will we find there? →,A1,Arc 1: Kraghammer and Vasselheim
617.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Bearded ladies. →,A1,Arc 1: Kraghammer and Vasselheim
618.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,What species? →,A1,Arc 1: Kraghammer and Vasselheim
619.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"The madam of the house introduces you to a spectrum of ladies, mostly dwarven, and very attractive, you know. This is a nice establishment. There is one gnome. One female gnome. There are a number of male dwarves as well, that are standing at the ready. There is one elf, looks a little shy and embarrassed that a goliath walked in. →",A1,Arc 1: Kraghammer and Vasselheim
620.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,And that's our choice. →,A1,Arc 1: Kraghammer and Vasselheim
621.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Those are your choices. →,A1,Arc 1: Kraghammer and Vasselheim
622.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,I'll take the tallest one. →,A1,Arc 1: Kraghammer and Vasselheim
623.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,I'll take a dwarf. →,A1,Arc 1: Kraghammer and Vasselheim
624.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Okay. You choose your lady, you take the tallest one which would probably be the elf. As you walk in, the shy elf turns around entirely. →",A1,Arc 1: Kraghammer and Vasselheim
625.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,She is aggressive and throws you around. You got your money's worth. You get manhandled in a way that you haven't-- You're going to be sore in the morning. →,A1,Arc 1: Kraghammer and Vasselheim
626.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Thank you! →,A1,Arc 1: Kraghammer and Vasselheim
627.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Welcome to Kraghammer, gentlemen. →",A1,Arc 1: Kraghammer and Vasselheim
628.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,I like it already. →,A1,Arc 1: Kraghammer and Vasselheim
629.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"All right, you guys. →",A1,Arc 1: Kraghammer and Vasselheim
630.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Yes. →,A1,Arc 1: Kraghammer and Vasselheim
631.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Are you just walking up to the manor? →,A1,Arc 1: Kraghammer and Vasselheim
632.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"No, we're going to try to check out what it looks like. See what the guards are like. →",A1,Arc 1: Kraghammer and Vasselheim
633.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Yeah, we'll pretend to take a stroll. →",A1,Arc 1: Kraghammer and Vasselheim
634.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Yes. →,A1,Arc 1: Kraghammer and Vasselheim
635.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Pose as a married couple. →,A1,Arc 1: Kraghammer and Vasselheim
636.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Ew, no. →",A1,Arc 1: Kraghammer and Vasselheim
637.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Just for the purposes of sneaking around the house. →,A1,Arc 1: Kraghammer and Vasselheim
638.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,(retching) →,A1,Arc 1: Kraghammer and Vasselheim
639.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,I want to see what the area's like. →,A1,Arc 1: Kraghammer and Vasselheim
640.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"How about we pose as brother and sister, creepy? (laughter) →",A1,Arc 1: Kraghammer and Vasselheim
641.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"You come on to every human, orc, and half-elf in the entire kingdom, but pretending to be my wife for 30 minutes is too much. →",A1,Arc 1: Kraghammer and Vasselheim
642.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Yes. It's disgusting, so no. →",A1,Arc 1: Kraghammer and Vasselheim
643.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,You're probably right. →,A1,Arc 1: Kraghammer and Vasselheim
644.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,She's got standards. →,A1,Arc 1: Kraghammer and Vasselheim
645.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Okay. So we'll take a stroll. Shop, see what the area's like. →",A1,Arc 1: Kraghammer and Vasselheim
646.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You enter the residential district. It is dark and you see the red stone that permeates the area for a low gentle glow of the entire city is now clustered into these street lamps that are throughout the entire location. You begin to press into the residential district proper. There's some nice homes that are carved into the side of the rock, there's some stand-alone homes that are built out of fine stone. You eventually make your way towards the nicer part of it, where you start seeing some of the more marble buildings, some of the more exotic stonework being used in the construction of the homes. You also notice three of the guards that are part of the city establishment there are following you from behind, curiously. The Carvers. →",A1,Arc 1: Kraghammer and Vasselheim
647.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh shit, the Carvers. Shit. →",A1,Arc 1: Kraghammer and Vasselheim
648.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"No weapons drawn, but definitely hands at the ready. →",A1,Arc 1: Kraghammer and Vasselheim
649.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Okay. →,A1,Arc 1: Kraghammer and Vasselheim
650.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Well, we could just keep walking. →",A1,Arc 1: Kraghammer and Vasselheim
651.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"We could, but that could be bad. →",A1,Arc 1: Kraghammer and Vasselheim
652.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Yes. No, we just want to look at the house. →",A1,Arc 1: Kraghammer and Vasselheim
653.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Louder! →,A1,Arc 1: Kraghammer and Vasselheim
654.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,I mean we're not going to go sneaking in in the day. →,A1,Arc 1: Kraghammer and Vasselheim
655.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Let's say which ones are very obvious about being pretty, so we look like we're just sightseeing. →",A1,Arc 1: Kraghammer and Vasselheim
656.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Yes. →,A1,Arc 1: Kraghammer and Vasselheim
657.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"(chuckles darkly) As you continue to walk, eventually some of the dwarves approach. →",A1,Arc 1: Kraghammer and Vasselheim
658.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"I point and say: Oh! Look at that one, with the carving, it's amazing! →",A1,Arc 1: Kraghammer and Vasselheim
659.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,The architecture is divine. →,A1,Arc 1: Kraghammer and Vasselheim
660.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Divine! →,A1,Arc 1: Kraghammer and Vasselheim
661.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,(snorts) They're posing as the Howells? →,A1,Arc 1: Kraghammer and Vasselheim
662.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Lovey, would you look at this dwarven home? →",A1,Arc 1: Kraghammer and Vasselheim
663.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,(snobby voice) The marble texture on this is gorgeous. →,A1,Arc 1: Kraghammer and Vasselheim
664.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You get about 20 more feet before you get, ""Hail! Hail!"" →",A1,Arc 1: Kraghammer and Vasselheim
665.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Oh my! Yes? (giggles) →,A1,Arc 1: Kraghammer and Vasselheim
666.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""You foreigners are wandering too far in districts you don't belong to. What's your business?"" →",A1,Arc 1: Kraghammer and Vasselheim
667.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh I'm so sorry, I was just so amazed by the architecture here. I wanted to see the beautiful sculpture. →",A1,Arc 1: Kraghammer and Vasselheim
668.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"We definitely are visitors here, sir, no one has explained the rules to your city. We were just taking in the fantastic architecture and history of Kraghammer. →",A1,Arc 1: Kraghammer and Vasselheim
669.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,We were told there was a beautiful sculpture down the street of the ruler of Kraghammer? →,A1,Arc 1: Kraghammer and Vasselheim
670.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Make a persuasion roll. →,A1,Arc 1: Kraghammer and Vasselheim
671.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Oh jesus. →,A1,Arc 1: Kraghammer and Vasselheim
672.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Oh god. →,A1,Arc 1: Kraghammer and Vasselheim
673.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Either of you, whichever you prefer. →",A1,Arc 1: Kraghammer and Vasselheim
674.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,If only I was there. →,A1,Arc 1: Kraghammer and Vasselheim
675.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,21. →,A1,Arc 1: Kraghammer and Vasselheim
676.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,All right. →,A1,Arc 1: Kraghammer and Vasselheim
677.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Wow! Pretty decent, good for you. →",A1,Arc 1: Kraghammer and Vasselheim
678.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"The guards look at each other. The one that was talking to you, you can see now, as he comes a little closer into the light, a frazzled black beard that's pulled into a very tight braid that goes down to his bellybutton. All wearing the same basic chest plate; long, black velvet cloak behind; each carrying some sort of heavy warhammer around the side of their belt. Steps up and says, ""Well, just to tell you the rules here, if you're going to wander at night in a very expensive district, you don't want to do it by yourself because you either have chances of being mugged or arrested. We might have arrested you."" →",A1,Arc 1: Kraghammer and Vasselheim
679.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh no! I'm so sorry! Well, do we need protection? →",A1,Arc 1: Kraghammer and Vasselheim
680.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,One of them looks over and sees the bear that is off in the shadows nearby. →,A1,Arc 1: Kraghammer and Vasselheim
681.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"I thought Trinket stayed behind. Cool, cool! →",A1,Arc 1: Kraghammer and Vasselheim
682.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Trinket's quietly trying to keep up with his wonderful master. →,A1,Arc 1: Kraghammer and Vasselheim
683.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"Come along Trinket, there there's nothing to be scared of. →",A1,Arc 1: Kraghammer and Vasselheim
684.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""What's a bear doing in Kraghammer?!"" They all grab out their warhammers. →",A1,Arc 1: Kraghammer and Vasselheim
685.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh no, please, he's quite harmless. In fact, he's very scared of most people. →",A1,Arc 1: Kraghammer and Vasselheim
686.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,He's completely trained. He does tricks. →,A1,Arc 1: Kraghammer and Vasselheim
687.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,Doesn't he do tricks? →,A1,Arc 1: Kraghammer and Vasselheim
688.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,He does. Trinket show them your wonderful shake trick. →,A1,Arc 1: Kraghammer and Vasselheim
689.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"At which point Trinket, (subdued growling) just shakes his whole body. He looks at you, confused. →",A1,Arc 1: Kraghammer and Vasselheim
690.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,That's good. →,A1,Arc 1: Kraghammer and Vasselheim
691.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Then raises a paw up, and-- (bear noises) →",A1,Arc 1: Kraghammer and Vasselheim
692.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"If you put your hand out, he'll shake your hand. →",A1,Arc 1: Kraghammer and Vasselheim
693.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,(growling) →,A1,Arc 1: Kraghammer and Vasselheim
694.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Yeah, see! →",A1,Arc 1: Kraghammer and Vasselheim
695.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"The dwarves take a step back as the claw goes through the, ""That's all right. I would say if that's your animal--"" →",A1,Arc 1: Kraghammer and Vasselheim
696.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Yes? →,A1,Arc 1: Kraghammer and Vasselheim
697.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""--don't bring it here."" →",A1,Arc 1: Kraghammer and Vasselheim
698.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh, good to know. Trinket, head back to that tavern, would you? People are getting nervous. →",A1,Arc 1: Kraghammer and Vasselheim
699.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,(growling) →,A1,Arc 1: Kraghammer and Vasselheim
700.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,I love you. →,A1,Arc 1: Kraghammer and Vasselheim
701.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Trinket begins to walk back. A couple of other dwarves that are wandering carrying some packages to the side make a very wide berth around this armored bear that's slowly moping its way through the streets of Kraghammer. What could possibly go wrong? →,A1,Arc 1: Kraghammer and Vasselheim
702.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,He's so cute. →,A1,Arc 1: Kraghammer and Vasselheim
703.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LIAM,"He's a sweetheart, he's fine. →",A1,Arc 1: Kraghammer and Vasselheim
704.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"(growls) You hear in the distance. The one goes like, ""Look, I'll show you to the statue and that's it, then you got to go."" →",A1,Arc 1: Kraghammer and Vasselheim
705.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,All right. Thank you. →,A1,Arc 1: Kraghammer and Vasselheim
706.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"""I don't see many half-elves here and honestly I'm excited to meet you, so let's do this quickly. Come with me."" He leads you further into the cityscape. Down the road, you end up going through a few buildings. You find one large wrought iron fence with a series of carved spikes towards the top, and you see the beautiful dark marble building with the gold trim. →",A1,Arc 1: Kraghammer and Vasselheim
707.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh, this one's amazing. →",A1,Arc 1: Kraghammer and Vasselheim
